year_quarter_code,commercial_district_code,commercial_district_name,commercial_district_change_indicator_code,commercial_district_change_indicator_name
20213,3110059,새남터성지,HH,정체
20213,3110950,논현역 7번,LL,다이나믹
20213,3110191,고려대역 6번,HL,상권축소
20213,3110182,용두희망어린이공원,HH,정체
20213,3110781,대림한신아파트,LL,다이나믹
20213,3110150,중곡1동 마을마당,HH,정체
20213,3110146,신자초등학교,HH,정체
20213,3110943,법제교육센터(버들어린이공원),LH,상권확장
20213,3110257,상봉역 7번,LL,다이나믹
20213,3110041,남산케이블카,LL,다이나믹
20213,3110615,신서초등학교,LL,다이나믹
20213,3110608,신월2동주민센터,LL,다이나믹
20213,3110362,우이천 계성교,LL,다이나믹
20213,3110591,충정로역 6번,HH,정체
20213,3110947,청계산입구역 2번(내곡동주민센터),LH,상권확장
20213,3110823,신대방삼거리역 3번,LL,다이나믹
20213,3110684,서울공연예술고등학교,LL,다이나믹
20213,3110009,자하문터널,LL,다이나믹
20213,3110074,서울역 12번,LH,상권확장
20213,3110071,한강미주맨션아파트,HH,정체
20213,3110539,미근동,HH,정체
20213,3110622,달마을공원,LL,다이나믹
20213,3110283,성북초등학교앞,HH,정체
20213,3110098,서울독일학교,LL,다이나믹
20213,3111053,성내천어린이공원(하니사랑길),HH,정체
20213,3110395,신한은행 방학동지점,LH,상권확장
20213,3111054,암사역 4번(삼성광나루아파트),LL,다이나믹
20213,3110946,청계산원터골,HH,정체
20213,3110824,대방역 3번,LH,상권확장
20213,3110350,가오리역 2번,LH,상권확장
20213,3110805,신길새마을금고신길4동지점,HL,상권축소
20213,3110443,수색역 1번,HH,정체
20213,3110389,한일병원,LH,상권확장
20213,3110049,장충단 고개,LH,상권확장
20213,3110504,명지전문대,HH,정체
20213,3110835,상도역 1번,LH,상권확장
20213,3110078,이촌동점보아파트,HH,정체
20213,3110046,버티고개,LL,다이나믹
20213,3110100,옥수동우편취급국,HH,정체
20213,3110101,옥정중학교,HL,상권축소
20213,3110742,KT금천빌딩(금천구시설관리공단),HH,정체
20213,3110981,국악고교사거리,HL,상권축소
20213,3110767,도림동주민센터,LL,다이나믹
20213,3110543,중암중학교,HH,정체
20213,3110401,도봉구민회관,HH,정체
20213,3110993,개포지하차도 북측,HH,정체
20213,3110667,가양역 10번,LL,다이나믹
20213,3110911,방배배수지체육공원,HL,상권축소
20213,3110806,서울시립영등포장애인복지관,HH,정체
20213,3110544,망리단길,LL,다이나믹
20213,3110450,시립서북병원,LL,다이나믹
20213,3110460,구산역 4번,LL,다이나믹
20213,3110158,중곡3동주민센터,LL,다이나믹
20213,3110386,연산군묘,LL,다이나믹
20213,3110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",LH,상권확장
20213,3110272,신내1동주민센터,LL,다이나믹
20213,3111023,문정역 1번,LL,다이나믹
20213,3110293,삼선중학교,HH,정체
20213,3110866,난우중학교,LL,다이나믹
20213,3110753,시흥동 은행나무사거리,HH,정체
20213,3110691,개봉중학교,HL,상권축소
20213,3110128,성원중학교,HH,정체
20213,3110129,성원어린이공원,LH,상권확장
20213,3110176,해오름공원,LL,다이나믹
20213,3110537,충정로현대아파트,HH,정체
20213,3110809,장훈고등학교,HH,정체
20213,3110365,미아역 5번,LL,다이나믹
20213,3110817,대방역 4번,HL,상권축소
20213,3110821,보라매역 2번,HL,상권축소
20213,3110144,어린이대공원역 4번,LL,다이나믹
20213,3110474,세명컴퓨터고등학교,LH,상권확장
20213,3110266,면목동우체국,LL,다이나믹
20213,3110578,대흥역 2번,HH,정체
20213,3110558,경성고등학교,LL,다이나믹
20213,3110452,새절역 3번,HL,상권축소
20213,3111064,둔촌동역 4번,LL,다이나믹
20213,3110267,망우역 2번,LL,다이나믹
20213,3110560,마포FM,LH,상권확장
20213,3110177,동의초등학교,LL,다이나믹
20213,3111044,남천초등학교,HH,정체
20213,3110576,대흥역 3번,LL,다이나믹
20213,3110773,당산역 13번,HH,정체
20213,3110477,은평세무서,HL,상권축소
20213,3110218,답십리사거리,LH,상권확장
20213,3110165,국립정신건강센터,LL,다이나믹
20213,3110644,신광명마을,HH,정체
20213,3111083,GS강동자이아파트,LL,다이나믹
20213,3110849,이수역 10번,HL,상권축소
20213,3110224,외대앞역 2번,HH,정체
20213,3110612,신정역 5번,LL,다이나믹
20213,3111039,벌말어린이공원,HL,상권축소
20213,3110058,성심여자고등학교,HH,정체
20213,3110371,삼양입구사거리,LL,다이나믹
20213,3110924,반포4동주민센터(몽마르뜨공원),HH,정체
20213,3110680,온수역 5번(온수산업단지),HH,정체
20213,3110626,양화초등학교,LL,다이나믹
20213,3110810,영신초등학교,HL,상권축소
20213,3111063,강동구립 천호도서관,LL,다이나믹
20213,3111040,거여초등학교,LH,상권확장
20213,3110027,혜화역 1번,LH,상권확장
20213,3110789,대림성모병원,HH,정체
20213,3110598,신월문화체육센터,HL,상권축소
20213,3110082,용산구청,LH,상권확장
20213,3110566,경의선책거리,LL,다이나믹
20213,3110881,구립대학경로당(관악산샘말공원),LL,다이나믹
20213,3110314,종암경찰서,HL,상권축소
20213,3110209,답십리 장령당공원,LL,다이나믹
20213,3110919,내방역 8번,LL,다이나믹
20213,3110976,언북초등학교,LL,다이나믹
20213,3110168,대원고등학교,LL,다이나믹
20213,3110910,내방역 5번,HH,정체
20213,3110441,영신여고,LL,다이나믹
20213,3110671,등촌1동주민센터,LH,상권확장
20213,3110741,독산2동주민센터,LL,다이나믹
20213,3110311,종암아이파크2차후문,LL,다이나믹
20213,3110064,효창공원앞역 2번,HH,정체
20213,3110717,남구로역 2번,LL,다이나믹
20213,3110707,구로창업지원센터,HH,정체
20213,3110021,성균관대학교,HL,상권축소
20213,3110109,금호삼성래미안아파트,LL,다이나믹
20213,3110739,시흥3동 우편취급국,HL,상권축소
20213,3110488,우리은행응암동지점,HH,정체
20213,3110568,광흥창역 1번,LL,다이나믹
20213,3110804,신풍역 1번,HL,상권축소
20213,3110068,남영역 1번,HH,정체
20213,3111035,오금공원(오주중학교),LH,상권확장
20213,3110577,용강동주민센터,LL,다이나믹
20213,3110519,서대문구보건소별관,LH,상권확장
20213,3110745,독산동정훈단지,HL,상권축소
20213,3110366,광산사거리,HL,상권축소
20213,3110776,도신초등학교,HL,상권축소
20213,3110461,새절역 2번,HH,정체
20213,3110549,새터산,LH,상권확장
20213,3110740,금천해태공원,LL,다이나믹
20213,3110482,연신초등학교,LH,상권확장
20213,3110092,NH농협은행 보광동지점,HL,상권축소
20213,3110509,연희대우아파트앞,LL,다이나믹
20213,3110575,대흥동주민센터,HL,상권축소
20213,3110004,대신고등학교,HH,정체
20213,3110258,면동초등학교,LL,다이나믹
20213,3110276,신내IC북측,LH,상권확장
20213,3110379,KT&G 북부지사,HH,정체
20213,3111047,마천1치안센터,HL,상권축소
20213,3110930,서초동성당,HL,상권축소
20213,3111082,중앙보훈병원,LL,다이나믹
20213,3110439,당고개역 5번,HL,상권축소
20213,3110666,KC대학교,LL,다이나믹
20213,3110162,군자역 4번,LL,다이나믹
20213,3110221,의릉,HH,정체
20213,3110860,호림박물관(성보고등학교),HH,정체
20213,3110852,이수역 9번,HL,상권축소
20213,3110727,독산역 1번 출입구,LH,상권확장
20213,3110015,청와대사랑채,HL,상권축소
20213,3110909,남태령역(서울전자고등학교),LH,상권확장
20213,3110065,남정초등학교,HH,정체
20213,3111024,경찰병원역 4번(건너말공원),LL,다이나믹
20213,3110934,우면주공아파트,LH,상권확장
20213,3110349,화계역 2번,LL,다이나믹
20213,3110153,중곡1동주민센터,LL,다이나믹
20213,3110738,문성초등학교,HL,상권축소
20213,3111056,천호태영아파트,LH,상권확장
20213,3110617,등촌역 4번,LL,다이나믹
20213,3110603,지향초등학교,LL,다이나믹
20213,3110517,서대문소방서,HL,상권축소
20213,3110915,서래초등학교,LL,다이나믹
20213,3110636,방화역 2번,LL,다이나믹
20213,3110693,오류동역 4번,LL,다이나믹
20213,3110339,국립4.19민주묘지,HH,정체
20213,3110448,상신초등학교입구,LL,다이나믹
20213,3110574,서강대학교,LH,상권확장
20213,3110963,역삼월드메르디앙아파트,LH,상권확장
20213,3110202,전농1동주민센터(전농시장),HH,정체
20213,3110616,양목초등학교,LL,다이나믹
20213,3111055,선사초등학교,HH,정체
20213,3110231,장안교,HH,정체
20213,3110642,정곡초등학교,HH,정체
20213,3110357,가오리역 1번,LL,다이나믹
20213,3110729,가산동우체국,LL,다이나믹
20213,3110067,배문고등학교,HH,정체
20213,3110230,장안현대홈타운1차아파트,LL,다이나믹
20213,3110706,그라운드 고척,LL,다이나믹
20213,3110507,명지대학교,HL,상권축소
20213,3110635,공항시장역 3번,HH,정체
20213,3110029,동대문역 1번,HH,정체
20213,3110677,등촌역 1번,LL,다이나믹
20213,3110043,충무초등학교,HH,정체
20213,3110770,영등포구청역 6번,HL,상권축소
20213,3110766,대림역 5번,HL,상권축소
20213,3110137,성수초등학교,LH,상권확장
20213,3110288,동구여중,LL,다이나믹
20213,3110675,화곡4동주민센터,LL,다이나믹
20213,3110317,종암중학교,LH,상권확장
20213,3110786,당산역 8번,HH,정체
20213,3110679,염창역 2번,HH,정체
20213,3110210,서울시립대,LL,다이나믹
20213,3110716,구로나눔길,HL,상권축소
20213,3110361,삼양사거리역 1번,LH,상권확장
20213,3110665,곰달래도서관,HH,정체
20213,3110411,도봉역 3번,LL,다이나믹
20213,3110550,합정역 8번,LL,다이나믹
20213,3110308,길음역 8번,LL,다이나믹
20213,3110733,금천어울림복지센터,HL,상권축소
20213,3110851,경문고등학교(동작동성당),LH,상권확장
20213,3110084,경리단길북측,LL,다이나믹
20213,3110291,한성대입구역 3번,HL,상권축소
20213,3110988,청담역 3번,LH,상권확장
20213,3110787,신길3동주민센터,HL,상권축소
20213,3110548,마포구청역 4번,HL,상권축소
20213,3110850,사당역 10번,LL,다이나믹
20213,3111051,천호역 6번,HL,상권축소
20213,3111060,암사역 2번(서울강동초등학교),LL,다이나믹
20213,3110304,보문역 4번,HL,상권축소
20213,3110942,염곡동 구룡사(포이동성당),HL,상권축소
20213,3111021,방이역 4번,LL,다이나믹
20213,3110916,내방역 4번,LL,다이나믹
20213,3110465,연신내역 7번,LL,다이나믹
20213,3110085,경리단길남측,LL,다이나믹
20213,3110475,백련산해모로아파트,HL,상권축소
20213,3110123,마장역 3번,HH,정체
20213,3110788,영등포시장역 3번,HH,정체
20213,3110037,신설동역 12번,HL,상권축소
20213,3110052,장충초등학교,HH,정체
20213,3110751,난곡중학교,LL,다이나믹
20213,3110118,왕십리역 9번,HL,상권축소
20213,3110893,관악소방서(문영여고),HL,상권축소
20213,3110907,방배초등학교,HL,상권축소
20213,3110663,우장산롯데캐슬아파트앞,LH,상권확장
20213,3110557,홍대부속여중고앞,LL,다이나믹
20213,3110409,창동역 2번,LL,다이나믹
20213,3110927,잠원역,LH,상권확장
20213,3110556,절두산순교성지,LH,상권확장
20213,3110965,언주역 6번,LL,다이나믹
20213,3110333,돌곶이역 5번,HH,정체
20213,3110728,두산초등학교,HH,정체
20213,3110922,내방역 1번,LL,다이나믹
20213,3110416,노원초등학교,LL,다이나믹
20213,3111066,암사동성당(효정하나플러스아파트),HL,상권축소
20213,3110279,신내역 2번,LH,상권확장
20213,3110090,한국폴리텍대학서울정수캠퍼스,LL,다이나믹
20213,3110597,신월1동주민센터,HL,상권축소
20213,3111010,석촌역 7번,LL,다이나믹
20213,3110929,남부터미널역 1번,LH,상권확장
20213,3110802,신길동홍어거리,HL,상권축소
20213,3110463,응암3동주민센터,HL,상권축소
20213,3110045,동대문역사문화공원역 5번,HH,정체
20213,3110005,세검정,HH,정체
20213,3110842,흑리단길,HH,정체
20213,3110335,석계역 7번,HL,상권축소
20213,3110435,서울과학기술대,LL,다이나믹
20213,3110355,삼양사거리역 2번,HL,상권축소
20213,3110352,수유1동주민센터,LL,다이나믹
20213,3110747,석수역 1번 출입구,HH,정체
20213,3110656,까치산역 3번,LL,다이나믹
20213,3110588,한겨레신문사,HL,상권축소
20213,3110639,신방화역 8번,HL,상권축소
20213,3110020,서울국제고등학교,HL,상권축소
20213,3110399,창2동주민센터,LL,다이나믹
20213,3110949,한남IC,LL,다이나믹
20213,3110260,면목역 3번,HL,상권축소
20213,3110848,양지어린이공원,LH,상권확장
20213,3110243,중랑노인종합복지관,HL,상권축소
20213,3111000,대왕초등학교(세곡동사거리서남측),HH,정체
20213,3110529,홍제3동주민센터,HH,정체
20213,3110777,구로세무서,HH,정체
20213,3110808,신길역 1번,LL,다이나믹
20213,3110408,가인초등학교,HL,상권축소
20213,3110883,은천초등학교(은천교앞),LL,다이나믹
20213,3110522,홍제역 3번,LL,다이나믹
20213,3110880,신림역 1번,LL,다이나믹
20213,3110982,강남구보훈회관,HL,상권축소
20213,3110303,성신여대입구역 1번,LL,다이나믹
20213,3110878,미림여고,LH,상권확장
20213,3110765,문래동사거리,HL,상권축소
20213,3111043,마천공원,HH,정체
20213,3110520,경의중앙 신촌역,LL,다이나믹
20213,3110944,서울나래학교(염곡어린이공원),HL,상권축소
20213,3110983,국립국악고등학교,HL,상권축소
20213,3110980,개포지구대옆,HL,상권축소
20213,3111001,아래방죽마을공원(율현초등학교),LL,다이나믹
20213,3110356,덕수교,LL,다이나믹
20213,3110970,학동초등학교,HL,상권축소
20213,3110876,서원동주민센터(신관중학교),HH,정체
20213,3110105,금동어린이공원,HL,상권축소
20213,3110655,발산역 5번,LH,상권확장
20213,3110822,신대방삼거리역 4번(대림초등학교),LH,상권확장
20213,3110436,상계제일중학교,LL,다이나믹
20213,3110063,효창공원앞역 5번,HH,정체
20213,3110847,예술인마을,LL,다이나믹
20213,3110117,성동구보건소,HH,정체
20213,3110493,북가좌초등학교,LL,다이나믹
20213,3110119,마장지하차도,HH,정체
20213,3110161,중곡역 3번,LL,다이나믹
20213,3110347,구세군강북종합사회복지관,LL,다이나믹
20213,3110723,가산디지털단지역 1번 출입구,LH,상권확장
20213,3110234,중랑역 4번,HH,정체
20213,3110734,금천파출소,HL,상권축소
20213,3110096,한남힐사이드아파트,LL,다이나믹
20213,3110862,난곡초등학교(난곡동벽화마을),HH,정체
20213,3110505,홍남교남측,HH,정체
20213,3110715,구로구민회관,LH,상권확장
20213,3110354,삼각산119안전센터,LL,다이나믹
20213,3110413,누원고등학교,LL,다이나믹
20213,3110563,상수역 3번,LH,상권확장
20213,3110771,대림역 11번,LL,다이나믹
20213,3111081,둔촌푸르지오아파트,HL,상권축소
20213,3110925,서초중학교,HH,정체
20213,3110444,수색성당,HH,정체
20213,3110648,양천향교역 7번,LL,다이나믹
20213,3110843,사당5동주민센터,HL,상권축소
20213,3110171,중곡4동주민센터,LL,다이나믹
20213,3110779,대림갑을명가아파트,LH,상권확장
20213,3110050,약수역 7번,LH,상권확장
20213,3110681,온수역 1번,HH,정체
20213,3110977,논현로18길,HL,상권축소
20213,3110954,국기원,LL,다이나믹
20213,3110281,길상사,LH,상권확장
20213,3110310,길음역 10번,HH,정체
20213,3110039,회현역 1번,LH,상권확장
20213,3110959,신구중학교,HH,정체
20213,3110384,문이교,LH,상권확장
20213,3110324,월곡역 4번,LL,다이나믹
20213,3110704,고척중학교,HH,정체
20213,3111089,상일여고(상일초등학교),LL,다이나믹
20213,3110660,등촌3동주민센터,LL,다이나믹
20213,3110503,명지대학교교회,LL,다이나믹
20213,3110668,화곡2동주민센터,LL,다이나믹
20213,3110151,자양한강도서관,LH,상권확장
20213,3110495,북가좌2동주민센터,LL,다이나믹
20213,3110040,중구회현체육센터(정화예술대남산캠퍼스),HH,정체
20213,3111002,한국교통안전공단 강남자동차검사소,HH,정체
20213,3110256,면목2동체육관,HL,상권축소
20213,3110387,쌍문초등학교,HL,상권축소
20213,3110134,성수119안전센터,HL,상권축소
20213,3110484,역촌역 3번,LH,상권확장
20213,3110446,내를건너서숲으로도서관,HL,상권축소
20213,3110019,창덕궁,HH,정체
20213,3110688,오류지구대,LL,다이나믹
20213,3110542,마포구청역 7번,LL,다이나믹
20213,3110116,청계천박물관,LH,상권확장
20213,3110334,석관중앙교회,HH,정체
20213,3111049,천호지구대(천호동자전거거리),LL,다이나믹
20213,3110198,동대문중앙새마을금고본점,HH,정체
20213,3110351,수유북부시장옆,LL,다이나믹
20213,3111005,삼전역 3번,LL,다이나믹
20213,3110348,강북문화예술회관,LL,다이나믹
20213,3110760,선유도역 6번,LL,다이나믹
20213,3110659,화곡역 4번,LL,다이나믹
20213,3110846,남성역 1번,LL,다이나믹
20213,3110664,강서구청옆,HL,상권축소
20213,3110888,청룡동주민센터,LH,상권확장
20213,3110278,망우본동주민센터,HL,상권축소
20213,3110421,석계역 1번,HH,정체
20213,3110264,면목역 2번,LL,다이나믹
20213,3111077,길동주민센터(강동도서관),HL,상권축소
20213,3110895,샤로수길,LH,상권확장
20213,3110226,장안1동주민센터,LL,다이나믹
20213,3110828,노량진역 6번,HH,정체
20213,3110975,매봉역 1번,HL,상권축소
20213,3110472,연신내역 4번,HL,상권축소
20213,3110814,서울지방병무청,HH,정체
20213,3110181,신설동역 9번,HH,정체
20213,3110559,성산중학교,LL,다이나믹
20213,3110376,수송초등학교,LL,다이나믹
20213,3110437,당고개역 2번,HL,상권축소
20213,3110145,장안초등학교,LL,다이나믹
20213,3110378,송중동주민센터,LL,다이나믹
20213,3110744,독산동성당,HL,상권축소
20213,3110036,동묘앞역 3번,LL,다이나믹
20213,3110971,선정릉역 4번,LL,다이나믹
20213,3110683,오류고등학교,LL,다이나믹
20213,3110528,서울여자간호대학교,LH,상권확장
20213,3110553,가좌역 2번,LL,다이나믹
20213,3110228,장안근린공원,HL,상권축소
20213,3110214,경희대후문,LH,상권확장
20213,3110035,동묘앞역 2번,HL,상권축소
20213,3110199,홍릉시장,HH,정체
20213,3110763,영등포구청역 2번,LH,상권확장
20213,3111067,강동구립성내도서관,LL,다이나믹
20213,3110301,성신여대입구역 7번,LL,다이나믹
20213,3110897,서울대입구역 8번,LL,다이나믹
20213,3110541,동교초등학교,LL,다이나믹
20213,3110833,상도역 2번,LL,다이나믹
20213,3111003,삼전역 4번,HL,상권축소
20213,3110882,신성초등학교,HL,상권축소
20213,3110611,신정역 1번,LL,다이나믹
20213,3110120,서울숲카페거리,LL,다이나믹
20213,3110391,샘말어린이공원,LL,다이나믹
20213,3110369,성신여대운정그린캠퍼스,LL,다이나믹
20213,3110372,강북중학교,LL,다이나믹
20213,3110054,청구역 3번,LL,다이나믹
20213,3110188,용두동신동아아파트,LH,상권확장
20213,3110274,서일대학교,HL,상권축소
20213,3111034,오동나무공원(송파레미니스1단지),LL,다이나믹
20213,3110110,상왕십리역 6번,LH,상권확장
20213,3110375,서울북부고용노동지청,HL,상권축소
20213,3110023,서울대병원,HH,정체
20213,3110926,신중초등학교,HL,상권축소
20213,3110447,구산초등학교,LL,다이나믹
20213,3110212,답십리초등학교,LH,상권확장
20213,3110508,서연중학교,LL,다이나믹
20213,3110390,방학초등학교,LL,다이나믹
20213,3110794,영동초등학교,LL,다이나믹
20213,3110471,응암동우체국,LH,상권확장
20213,3110652,양천향교역 2번,LH,상권확장
20213,3110932,서울시인재개발원,HL,상권축소
20213,3110148,어린이대공원역 3번,LH,상권확장
20213,3110454,선정중학교,LL,다이나믹
20213,3110449,증산역 3번,HL,상권축소
20213,3110905,방배노인종합복지관(이수중학교),LL,다이나믹
20213,3110211,전곡마을마당공원,LL,다이나믹
20213,3110113,응봉산,LL,다이나믹
20213,3110302,보문역 8번,HH,정체
20213,3110985,청담근린공원,LL,다이나믹
20213,3110813,보라매역 6번,LL,다이나믹
20213,3110819,신대방역 4번,HL,상권축소
20213,3111048,천호역 1번(천호문구완구거리),LL,다이나믹
20213,3111007,석촌고분역 4번,LL,다이나믹
20213,3110250,화랑대역 7번,LL,다이나믹
20213,3110711,구로초등학교,HL,상권축소
20213,3110587,공덕동주민센터,HH,정체
20213,3110238,배꽃어린이공원,LL,다이나믹
20213,3110271,신내역 1번,HH,정체
20213,3110115,상왕십리역 3번,HH,정체
20213,3110160,광진경찰서,LH,상권확장
20213,3110213,청량초등학교,LL,다이나믹
20213,3110798,신풍역 2번,HL,상권축소
20213,3110030,동대문역 3번,HH,정체
20213,3110321,동덕여대,LL,다이나믹
20213,3110996,대치2동주민센터,HL,상권축소
20213,3110816,대방역 6번,LH,상권확장
20213,3110831,상도4동주민센터,LH,상권확장
20213,3111069,천호1동주민센터,LL,다이나믹
20213,3110628,신목동역,HH,정체
20213,3110953,학동근린공원,LH,상권확장
20213,3110318,KT월곡지사,LH,상권확장
20213,3110287,정릉3동주민센터,LH,상권확장
20213,3110879,신림현대아파트,HH,정체
20213,3110614,목동로데오거리,LH,상권확장
20213,3110513,연희파출소,HH,정체
20213,3110737,금천세무서,HL,상권축소
20213,3110772,신우어린이공원,HH,정체
20213,3110800,영등포동성당,HH,정체
20213,3110551,성서초등학교,LL,다이나믹
20213,3110516,정원여중,LH,상권확장
20213,3110898,청림동주민센터(상도중학교),LL,다이나믹
20213,3110340,인수중학교,LL,다이나믹
20213,3110048,장충동주민센터,HH,정체
20213,3110125,사근동살곶이상점가,LH,상권확장
20213,3110506,연희임광아파트,HH,정체
20213,3110006,부암동주민센터,LH,상권확장
20213,3110601,신월1동우편취급국,LL,다이나믹
20213,3110486,은평구청,HL,상권축소
20213,3110844,흑석2치안센터,LH,상권확장
20213,3111045,개미어린이공원,LL,다이나믹
20213,3110456,구산보건지소,LL,다이나믹
20213,3110912,방배동사이길,HL,상권축소
20213,3110686,수궁동주민센터,HH,정체
20213,3110239,중랑역 2번,HL,상권축소
20213,3110133,서울교통공사,HH,정체
20213,3110524,연희세브란스병원,HH,정체
20213,3110978,도곡2동주민센터(대치중학교),HH,정체
20213,3110381,번동주공2단지,LL,다이나믹
20213,3110799,영등포본동주민센터,HL,상권축소
20213,3110570,KB국민은행 서강지점,LH,상권확장
20213,3110248,먹골파출소,HH,정체
20213,3110055,황학동벼룩시장,HH,정체
20213,3110536,돈의문센트레빌아파트입구,LL,다이나믹
20213,3110031,창신역 1번,HL,상권축소
20213,3110962,도산공원북측,LL,다이나믹
20213,3110032,수족관거리,HL,상권축소
20213,3110344,화계중학교,LL,다이나믹
20213,3111033,문정동성당,LL,다이나믹
20213,3110705,고산초등학교,LL,다이나믹
20213,3110875,보라매동주민센터(당곡고등학교),LL,다이나믹
20213,3111041,거여역 8번,LH,상권확장
20213,3110111,대현산장미원,LL,다이나믹
20213,3110931,삼성전자서울R&D(서울우면초등학교),LL,다이나믹
20213,3110229,장평중학교,LL,다이나믹
20213,3110855,신대방역 2번,HL,상권축소
20213,3110468,응암역 3번,LL,다이나믹
20213,3110713,구로보건소,HL,상권축소
20213,3110631,방화초등학교,LL,다이나믹
20213,3110640,방화역 1번,HH,정체
20213,3110746,금천금빛공원(은행나무사거리서측),HL,상권축소
20213,3110999,윗방죽마을공원,LL,다이나믹
20213,3110662,까치산역 1번,LL,다이나믹
20213,3110424,상계초등학교,LL,다이나믹
20213,3110088,오산고등학교,LL,다이나믹
20213,3110743,시흥초등학교(시흥1동우체국),LL,다이나믹
20213,3110749,금산초등학교(금천고등학교),HH,정체
20213,3110265,망우역 1번,HL,상권축소
20213,3110297,경동고등학교,LL,다이나믹
20213,3110948,헌인가구단지,HH,정체
20213,3110225,촬영소사거리,HL,상권축소
20213,3110451,증산역 4번,HL,상권축소
20213,3110783,영등포시장역 1번,HL,상권축소
20213,3110428,상계5동주민센터,LL,다이나믹
20213,3110013,체부동홍종문가옥,LH,상권확장
20213,3110367,강북구청,LL,다이나믹
20213,3110647,화곡역 5번,LL,다이나믹
20213,3110840,중앙대학교,LH,상권확장
20213,3110858,신대방역 1번,LL,다이나믹
20213,3110695,개봉1동주민센터,HL,상권축소
20213,3110455,역촌노인복지관,LL,다이나믹
20213,3110319,종암동주민센터,HH,정체
20213,3111052,암사역 3번(천호동자전거거리),LH,상권확장
20213,3110073,삼각지역 3번,LL,다이나믹
20213,3110327,상월곡역 2번,HH,정체
20213,3110425,계상초등학교,HL,상권축소
20213,3110294,서경대학교,LH,상권확장
20213,3110502,남가좌파출소,HH,정체
20213,3110884,봉천역 4번(봉천110안전센터),LL,다이나믹
20213,3110812,신길6동주민센터,LH,상권확장
20213,3110607,금빛새마을금고본점,HH,정체
20213,3110377,미아사거리역 3번,LL,다이나믹
20213,3110233,중랑역 1번,HL,상권축소
20213,3111071,천동초등학교,LL,다이나믹
20213,3110195,동대문구청,HL,상권축소
20213,3110263,면목역 1번,LL,다이나믹
20213,3110457,예일여고,HH,정체
20213,3110499,연가초등학교,LH,상권확장
20213,3110955,논현초등학교,LL,다이나믹
20213,3110547,KB국민은행 망원동지점,LL,다이나믹
20213,3110166,구의1동주민센터,LL,다이나믹
20213,3110887,서울산업정보학교(서울삼성초등학교),LH,상권확장
20213,3110685,금강수목원아파트,HH,정체
20213,3110223,군자초등학교,LL,다이나믹
20213,3110754,삼성산자연공원(서울금천초등학교),HL,상권축소
20213,3110979,청담초등학교,LL,다이나믹
20213,3110175,푸른동산공원,LL,다이나믹
20213,3110837,숭실대입구역 1번,LL,다이나믹
20213,3110394,방학중학교,LL,다이나믹
20213,3110292,정릉역 2번,HL,상권축소
20213,3110253,중곡초등학교,LL,다이나믹
20213,3110957,언북중학교,LL,다이나믹
20213,3110382,솔밭공원역 1번,HH,정체
20213,3110501,연희어린이공원,LH,상권확장
20213,3110599,신월1파출소,LL,다이나믹
20213,3110236,신묵초등학교,LL,다이나믹
20213,3110086,이태원역 북측,LH,상권확장
20213,3110904,이수역 5번,HH,정체
20213,3110467,은평요양병원,LH,상권확장
20213,3110515,홍은중학교,LH,상권확장
20213,3110592,서울금융고등학교,HL,상권축소
20213,3110928,서초우방유쉘아파트,LL,다이나믹
20213,3110174,아차산역 1번,HL,상권축소
20213,3110791,신풍역 3번,LH,상권확장
20213,3111057,천호공원(해공체육문화센터),HL,상권축소
20213,3111015,석촌역 3번,LL,다이나믹
20213,3110087,이태원엔틱가구거리,HH,정체
20213,3110360,수유초등학교,HL,상권축소
20213,3110091,리움미술관,LL,다이나믹
20213,3110552,성미산체육관,LH,상권확장
20213,3110618,강서고등학교,LL,다이나믹
20213,3110938,바우뫼공원,HH,정체
20213,3110122,마장역 2번,HH,정체
20213,3110986,삼성중앙역 7번,LL,다이나믹
20213,3110007,사직공원(한국사회과학도서관),LH,상권확장
20213,3110621,목동역 5번,LL,다이나믹
20213,3110700,고척초등학교,HL,상권축소
20213,3111032,방이역 1번,HH,정체
20213,3110003,세검정초등학교,HH,정체
20213,3110332,돌곶이역 3번,HH,정체
20213,3110827,NH농협은행 상도동지점,LH,상권확장
20213,3110624,목동문화체육센터,LH,상권확장
20213,3110418,광운대학교 남단,HL,상권축소
20213,3110755,동일여자고등학교,LH,상권확장
20213,3110657,양천향교역 5번,LH,상권확장
20213,3110629,송정역 4번,HL,상권축소
20213,3110653,화곡역 2번,LL,다이나믹
20213,3110832,노량진초등학교,HH,정체
20213,3110969,베르사이유1아파트,LH,상권확장
20213,3110124,뚝섬역교차로,LH,상권확장
20213,3110531,홍지문,HH,정체
20213,3110874,원신초등학교(구세군관악영문교회),HH,정체
20213,3110330,돌곶이역 1번,LL,다이나믹
20213,3110011,청운초등학교,LH,상권확장
20213,3111090,강일동주민센터,LL,다이나믹
20213,3110818,신대방역 3번,LL,다이나믹
20213,3110149,세종대학교,HH,정체
20213,3110156,군자역 5번,LH,상권확장
20213,3110414,장석교회,LL,다이나믹
20213,3110682,온수역 8번,LH,상권확장
20213,3110708,화원어린이공원,HL,상권축소
20213,3110470,신진과학기술고등학교,LL,다이나믹
20213,3110795,도림초등학교,LH,상권확장
20213,3110845,사당종합체육관,HH,정체
20213,3110769,대림차이나타운(대림역 12번),LL,다이나믹
20213,3110106,금북초등학교,LH,상권확장
