year_quarter_code,commercial_district_code,commercial_district_name,total_household,household_under_20_pyeong,household_20_to_30_pyeong,household_30_to_40_pyeong,household_40_to_50_pyeong,household_over_50_pyeong,household_less_than_100_million_price,household_100_million_to_200_million_price,household_200_million_to_300_million_price,household_300_million_to_400_million_price,household_400_million_to_500_million_price,household_500_million_to_600_million_price,household_over_than_600_million_price,apartment_avg_area,apartment_avg_price
20231,3110070,용산세무서,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,49,498000000
20232,3110070,용산세무서,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,49,498000000
20233,3110070,용산세무서,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,49,498000000
20231,3110071,한강미주맨션아파트,6,0.0,12.0,6.0,15.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,183,946282407
20232,3110071,한강미주맨션아파트,6,0.0,12.0,6.0,15.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,183,946282407
20233,3110071,한강미주맨션아파트,6,0.0,12.0,6.0,15.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,183,946282407
20231,3110073,삼각지역 3번,10,88.0,2.0,0.0,0.0,0.0,0.0,23.0,41.0,13.0,12.0,0.0,1.0,31,284933254
20232,3110073,삼각지역 3번,10,88.0,2.0,0.0,0.0,0.0,0.0,23.0,41.0,13.0,12.0,0.0,1.0,31,284933254
20233,3110073,삼각지역 3번,10,88.0,2.0,0.0,0.0,0.0,0.0,23.0,41.0,13.0,12.0,0.0,1.0,31,284933254
20231,3110074,서울역 12번,35,169.0,79.0,9.0,0.0,2.0,1.0,38.0,57.0,62.0,70.0,22.0,9.0,59,378372222
20232,3110074,서울역 12번,35,169.0,79.0,9.0,0.0,2.0,1.0,38.0,57.0,62.0,70.0,22.0,9.0,59,378372222
20233,3110074,서울역 12번,35,169.0,79.0,9.0,0.0,2.0,1.0,38.0,57.0,62.0,70.0,22.0,9.0,59,378372222
20231,3110075,숙대입구역 1번,47,225.0,104.0,3.0,6.0,0.0,0.0,19.0,94.0,108.0,84.0,30.0,3.0,60,364158489
20232,3110075,숙대입구역 1번,47,225.0,104.0,3.0,6.0,0.0,0.0,19.0,94.0,108.0,84.0,30.0,3.0,60,364158489
20233,3110075,숙대입구역 1번,47,225.0,104.0,3.0,6.0,0.0,0.0,19.0,94.0,108.0,84.0,30.0,3.0,60,364158489
20231,3110077,삼광초등학교,16,46.0,58.0,8.0,0.0,0.0,0.0,4.0,14.0,49.0,32.0,8.0,5.0,67,356734053
20232,3110077,삼광초등학교,16,46.0,58.0,8.0,0.0,0.0,0.0,4.0,14.0,49.0,32.0,8.0,5.0,67,356734053
20233,3110077,삼광초등학교,16,46.0,58.0,8.0,0.0,0.0,0.0,4.0,14.0,49.0,32.0,8.0,5.0,67,356734053
20231,3110078,이촌동점보아파트,1,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,187,1145916667
20232,3110078,이촌동점보아파트,1,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,187,1145916667
20232,3110110,상왕십리역 6번,12,77.0,39.0,0.0,0.0,0.0,5.0,41.0,54.0,16.0,0.0,0.0,0.0,53,208434870
20233,3110110,상왕십리역 6번,12,77.0,39.0,0.0,0.0,0.0,5.0,41.0,54.0,16.0,0.0,0.0,0.0,53,208434870
20231,3110111,대현산장미원,68,477.0,0.0,0.0,0.0,0.0,208.0,269.0,0.0,0.0,0.0,0.0,0.0,47,106772740
20232,3110111,대현산장미원,68,477.0,0.0,0.0,0.0,0.0,208.0,269.0,0.0,0.0,0.0,0.0,0.0,47,106772740
20233,3110111,대현산장미원,68,477.0,0.0,0.0,0.0,0.0,208.0,269.0,0.0,0.0,0.0,0.0,0.0,47,106772740
20231,3110087,이태원엔틱가구거리,8,45.0,10.0,1.0,0.0,0.0,0.0,9.0,9.0,25.0,9.0,0.0,4.0,55,424754461
20231,3110110,상왕십리역 6번,12,77.0,39.0,0.0,0.0,0.0,5.0,41.0,54.0,16.0,0.0,0.0,0.0,53,208434870
20232,3110087,이태원엔틱가구거리,8,45.0,10.0,1.0,0.0,0.0,0.0,9.0,9.0,25.0,9.0,0.0,4.0,55,424754461
20233,3110087,이태원엔틱가구거리,8,45.0,10.0,1.0,0.0,0.0,0.0,9.0,9.0,25.0,9.0,0.0,4.0,55,424754461
20231,3110088,오산고등학교,41,120.0,153.0,20.0,23.0,4.0,0.0,1.0,1.0,5.0,15.0,16.0,282.0,73,993307585
20232,3110088,오산고등학교,41,120.0,153.0,20.0,23.0,4.0,0.0,1.0,1.0,5.0,15.0,16.0,282.0,73,993307585
20233,3110088,오산고등학교,41,120.0,153.0,20.0,23.0,4.0,0.0,1.0,1.0,5.0,15.0,16.0,282.0,73,993307585
20231,3110089,서빙고동주민센터,60,216.0,36.0,15.0,10.0,1.0,0.0,1.0,6.0,4.0,6.0,32.0,229.0,56,831882597
20232,3110089,서빙고동주민센터,60,216.0,36.0,15.0,10.0,1.0,0.0,1.0,6.0,4.0,6.0,32.0,229.0,56,831882597
20233,3110089,서빙고동주민센터,60,216.0,36.0,15.0,10.0,1.0,0.0,1.0,6.0,4.0,6.0,32.0,229.0,56,831882597
20231,3110090,한국폴리텍대학서울정수캠퍼스,27,60.0,38.0,23.0,33.0,81.0,0.0,0.0,0.0,1.0,25.0,31.0,178.0,122,881376013
20232,3110090,한국폴리텍대학서울정수캠퍼스,27,60.0,38.0,23.0,33.0,81.0,0.0,0.0,0.0,1.0,25.0,31.0,178.0,122,881376013
20233,3110090,한국폴리텍대학서울정수캠퍼스,27,60.0,38.0,23.0,33.0,81.0,0.0,0.0,0.0,1.0,25.0,31.0,178.0,122,881376013
20231,3110092,NH농협은행 보광동지점,21,110.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,17.0,118.0,54,738181234
20232,3110092,NH농협은행 보광동지점,21,110.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,17.0,118.0,54,738181234
20233,3110092,NH농협은행 보광동지점,21,110.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,17.0,118.0,54,738181234
20231,3110093,우사단길,92,240.0,199.0,58.0,53.0,28.0,0.0,1.0,3.0,12.0,77.0,121.0,364.0,72,763593724
20232,3110093,우사단길,92,240.0,199.0,58.0,53.0,28.0,0.0,1.0,3.0,12.0,77.0,121.0,364.0,72,763593724
20233,3110093,우사단길,92,240.0,199.0,58.0,53.0,28.0,0.0,1.0,3.0,12.0,77.0,121.0,364.0,72,763593724
20231,3110095,한강진역 3번,36,73.0,101.0,52.0,42.0,11.0,0.0,3.0,24.0,31.0,38.0,41.0,142.0,99,651449215
20232,3110095,한강진역 3번,36,73.0,101.0,52.0,42.0,11.0,0.0,3.0,24.0,31.0,38.0,41.0,142.0,99,651449215
20233,3110095,한강진역 3번,36,73.0,101.0,52.0,42.0,11.0,0.0,3.0,24.0,31.0,38.0,41.0,142.0,99,651449215
20231,3110096,한남힐사이드아파트,34,144.0,90.0,0.0,0.0,0.0,1.0,27.0,83.0,91.0,28.0,4.0,0.0,62,304964244
20232,3110096,한남힐사이드아파트,34,144.0,90.0,0.0,0.0,0.0,1.0,27.0,83.0,91.0,28.0,4.0,0.0,62,304964244
20233,3110096,한남힐사이드아파트,34,144.0,90.0,0.0,0.0,0.0,1.0,27.0,83.0,91.0,28.0,4.0,0.0,62,304964244
20231,3110097,한남초등학교,3,24.0,1.0,2.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,0.0,0.0,49,174833333
20232,3110097,한남초등학교,3,24.0,1.0,2.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,0.0,0.0,49,174833333
20233,3110097,한남초등학교,3,24.0,1.0,2.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,0.0,0.0,49,174833333
20231,3110098,서울독일학교,6,26.0,4.0,0.0,2.0,21.0,0.0,11.0,12.0,5.0,2.0,1.0,22.0,94,889746086
20232,3110098,서울독일학교,6,26.0,4.0,0.0,2.0,21.0,0.0,11.0,12.0,5.0,2.0,1.0,22.0,94,889746086
20233,3110098,서울독일학교,6,26.0,4.0,0.0,2.0,21.0,0.0,11.0,12.0,5.0,2.0,1.0,22.0,94,889746086
20231,3110099,유엔빌리지길,89,13.0,57.0,69.0,134.0,323.0,0.0,3.0,4.0,6.0,11.0,15.0,557.0,171,1765885979
20232,3110099,유엔빌리지길,89,13.0,57.0,69.0,134.0,323.0,0.0,3.0,4.0,6.0,11.0,15.0,557.0,171,1765885979
20233,3110099,유엔빌리지길,89,13.0,57.0,69.0,134.0,323.0,0.0,3.0,4.0,6.0,11.0,15.0,557.0,171,1765885979
20231,3110100,옥수동우편취급국,3,0.0,1.0,7.0,8.0,8.0,0.0,0.0,0.0,1.0,3.0,8.0,12.0,167,818222222
20232,3110100,옥수동우편취급국,3,0.0,1.0,7.0,8.0,8.0,0.0,0.0,0.0,1.0,3.0,8.0,12.0,167,818222222
20233,3110100,옥수동우편취급국,3,0.0,1.0,7.0,8.0,8.0,0.0,0.0,0.0,1.0,3.0,8.0,12.0,167,818222222
20231,3110101,옥정중학교,10,55.0,21.0,0.0,0.0,0.0,12.0,15.0,23.0,17.0,5.0,1.0,3.0,54,230331494
20232,3110101,옥정중학교,10,55.0,21.0,0.0,0.0,0.0,12.0,15.0,23.0,17.0,5.0,1.0,3.0,54,230331494
20233,3110101,옥정중학교,10,55.0,21.0,0.0,0.0,0.0,12.0,15.0,23.0,17.0,5.0,1.0,3.0,54,230331494
20231,3110102,옥수역 6번,4,33.0,1.0,0.0,0.0,0.0,1.0,18.0,15.0,0.0,0.0,0.0,0.0,48,175346970
20232,3110102,옥수역 6번,4,33.0,1.0,0.0,0.0,0.0,1.0,18.0,15.0,0.0,0.0,0.0,0.0,48,175346970
20233,3110102,옥수역 6번,4,33.0,1.0,0.0,0.0,0.0,1.0,18.0,15.0,0.0,0.0,0.0,0.0,48,175346970
20231,3110103,옥수터널,4,17.0,11.0,0.0,0.0,0.0,2.0,13.0,2.0,0.0,0.0,0.0,11.0,58,362237405
20232,3110103,옥수터널,4,17.0,11.0,0.0,0.0,0.0,2.0,13.0,2.0,0.0,0.0,0.0,11.0,58,362237405
20233,3110103,옥수터널,4,17.0,11.0,0.0,0.0,0.0,2.0,13.0,2.0,0.0,0.0,0.0,11.0,58,362237405
20231,3110104,신금호역 4번,50,192.0,107.0,9.0,0.0,0.0,7.0,82.0,110.0,91.0,6.0,1.0,11.0,58,250041940
20232,3110104,신금호역 4번,50,192.0,107.0,9.0,0.0,0.0,7.0,82.0,110.0,91.0,6.0,1.0,11.0,58,250041940
20233,3110104,신금호역 4번,50,192.0,107.0,9.0,0.0,0.0,7.0,82.0,110.0,91.0,6.0,1.0,11.0,58,250041940
20231,3110109,금호삼성래미안아파트,1,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,79,396666667
20232,3110109,금호삼성래미안아파트,1,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,79,396666667
20233,3110109,금호삼성래미안아파트,1,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,79,396666667
20231,3110129,성원어린이공원,3,7.0,22.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,24.0,70,528373016
20232,3110129,성원어린이공원,3,7.0,22.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,24.0,70,528373016
20233,3110129,성원어린이공원,3,7.0,22.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,24.0,70,528373016
20231,3110130,답십리역 6번,6,23.0,4.0,1.0,0.0,0.0,0.0,15.0,11.0,1.0,0.0,0.0,1.0,58,241425794
20232,3110130,답십리역 6번,6,23.0,4.0,1.0,0.0,0.0,0.0,15.0,11.0,1.0,0.0,0.0,1.0,58,241425794
20233,3110130,답십리역 6번,6,23.0,4.0,1.0,0.0,0.0,0.0,15.0,11.0,1.0,0.0,0.0,1.0,58,241425794
20231,3110131,성수동카페거리,28,208.0,71.0,0.0,0.0,0.0,30.0,111.0,41.0,53.0,8.0,30.0,6.0,50,271588559
20232,3110131,성수동카페거리,28,208.0,71.0,0.0,0.0,0.0,30.0,111.0,41.0,53.0,8.0,30.0,6.0,50,271588559
20233,3110131,성수동카페거리,28,208.0,71.0,0.0,0.0,0.0,30.0,111.0,41.0,53.0,8.0,30.0,6.0,50,271588559
20231,3110132,성수2가3동주민센터,30,265.0,11.0,0.0,0.0,0.0,8.0,144.0,111.0,12.0,1.0,0.0,0.0,36,195930943
20232,3110132,성수2가3동주민센터,30,265.0,11.0,0.0,0.0,0.0,8.0,144.0,111.0,12.0,1.0,0.0,0.0,36,195930943
20233,3110132,성수2가3동주민센터,30,265.0,11.0,0.0,0.0,0.0,8.0,144.0,111.0,12.0,1.0,0.0,0.0,36,195930943
20231,3110136,경수초등학교,17,235.0,28.0,0.0,0.0,0.0,0.0,11.0,26.0,164.0,40.0,13.0,9.0,54,365321445
20232,3110136,경수초등학교,17,235.0,28.0,0.0,0.0,0.0,0.0,11.0,26.0,164.0,40.0,13.0,9.0,54,365321445
20233,3110136,경수초등학교,17,235.0,28.0,0.0,0.0,0.0,0.0,11.0,26.0,164.0,40.0,13.0,9.0,54,365321445
20231,3110105,금동어린이공원,53,280.0,69.0,1.0,0.0,0.0,12.0,129.0,112.0,64.0,19.0,2.0,12.0,52,252288353
20232,3110105,금동어린이공원,53,280.0,69.0,1.0,0.0,0.0,12.0,129.0,112.0,64.0,19.0,2.0,12.0,52,252288353
20233,3110105,금동어린이공원,53,280.0,69.0,1.0,0.0,0.0,12.0,129.0,112.0,64.0,19.0,2.0,12.0,52,252288353
20231,3110106,금북초등학교,58,340.0,3.0,0.0,0.0,0.0,52.0,279.0,12.0,0.0,0.0,0.0,0.0,44,134411624
20232,3110106,금북초등학교,58,340.0,3.0,0.0,0.0,0.0,52.0,279.0,12.0,0.0,0.0,0.0,0.0,44,134411624
20233,3110106,금북초등학교,58,340.0,3.0,0.0,0.0,0.0,52.0,279.0,12.0,0.0,0.0,0.0,0.0,44,134411624
20231,3110107,금호사거리,1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,75,373833333
20232,3110107,금호사거리,1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,75,373833333
20233,3110107,금호사거리,1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,75,373833333
20231,3110112,행당역 2번,36,219.0,69.0,13.0,3.0,0.0,20.0,121.0,101.0,49.0,3.0,10.0,0.0,56,227153292
20232,3110112,행당역 2번,36,219.0,69.0,13.0,3.0,0.0,20.0,121.0,101.0,49.0,3.0,10.0,0.0,56,227153292
20233,3110112,행당역 2번,36,219.0,69.0,13.0,3.0,0.0,20.0,121.0,101.0,49.0,3.0,10.0,0.0,56,227153292
20231,3110113,응봉산,26,132.0,49.0,2.0,0.0,0.0,0.0,9.0,15.0,58.0,45.0,42.0,14.0,58,424976199
20232,3110113,응봉산,26,132.0,49.0,2.0,0.0,0.0,0.0,9.0,15.0,58.0,45.0,42.0,14.0,58,424976199
20233,3110113,응봉산,26,132.0,49.0,2.0,0.0,0.0,0.0,9.0,15.0,58.0,45.0,42.0,14.0,58,424976199
20231,3110114,왕십리파출소,3,30.0,12.0,0.0,0.0,0.0,0.0,5.0,23.0,7.0,7.0,0.0,0.0,54,294161616
20232,3110114,왕십리파출소,3,30.0,12.0,0.0,0.0,0.0,0.0,5.0,23.0,7.0,7.0,0.0,0.0,54,294161616
20233,3110114,왕십리파출소,3,30.0,12.0,0.0,0.0,0.0,0.0,5.0,23.0,7.0,7.0,0.0,0.0,54,294161616
20231,3110133,서울교통공사,6,75.0,17.0,0.0,0.0,0.0,0.0,20.0,45.0,23.0,4.0,0.0,0.0,51,268880303
20232,3110133,서울교통공사,6,75.0,17.0,0.0,0.0,0.0,0.0,20.0,45.0,23.0,4.0,0.0,0.0,51,268880303
20233,3110133,서울교통공사,6,75.0,17.0,0.0,0.0,0.0,0.0,20.0,45.0,23.0,4.0,0.0,0.0,51,268880303
20231,3110134,성수119안전센터,46,299.0,117.0,13.0,1.0,1.0,0.0,0.0,5.0,40.0,43.0,57.0,286.0,60,684142934
20232,3110134,성수119안전센터,46,299.0,117.0,13.0,1.0,1.0,0.0,0.0,5.0,40.0,43.0,57.0,286.0,60,684142934
20233,3110134,성수119안전센터,46,299.0,117.0,13.0,1.0,1.0,0.0,0.0,5.0,40.0,43.0,57.0,286.0,60,684142934
20231,3110135,성동세무서,10,78.0,8.0,6.0,0.0,0.0,24.0,33.0,23.0,2.0,6.0,4.0,0.0,43,189452367
20232,3110135,성동세무서,10,78.0,8.0,6.0,0.0,0.0,24.0,33.0,23.0,2.0,6.0,4.0,0.0,43,189452367
20233,3110135,성동세무서,10,78.0,8.0,6.0,0.0,0.0,24.0,33.0,23.0,2.0,6.0,4.0,0.0,43,189452367
20231,3110115,상왕십리역 3번,22,182.0,34.0,1.0,0.0,0.0,46.0,91.0,63.0,17.0,0.0,0.0,0.0,39,175574116
20232,3110115,상왕십리역 3번,22,182.0,34.0,1.0,0.0,0.0,46.0,91.0,63.0,17.0,0.0,0.0,0.0,39,175574116
20233,3110115,상왕십리역 3번,22,182.0,34.0,1.0,0.0,0.0,46.0,91.0,63.0,17.0,0.0,0.0,0.0,39,175574116
20231,3110116,청계천박물관,6,45.0,0.0,0.0,0.0,0.0,1.0,39.0,5.0,0.0,0.0,0.0,0.0,40,160746519
20232,3110116,청계천박물관,6,45.0,0.0,0.0,0.0,0.0,1.0,39.0,5.0,0.0,0.0,0.0,0.0,40,160746519
20233,3110116,청계천박물관,6,45.0,0.0,0.0,0.0,0.0,1.0,39.0,5.0,0.0,0.0,0.0,0.0,40,160746519
20231,3110117,성동구보건소,9,65.0,23.0,0.0,0.0,0.0,16.0,42.0,29.0,1.0,0.0,0.0,0.0,40,176926077
20232,3110117,성동구보건소,9,65.0,23.0,0.0,0.0,0.0,16.0,42.0,29.0,1.0,0.0,0.0,0.0,40,176926077
20233,3110117,성동구보건소,9,65.0,23.0,0.0,0.0,0.0,16.0,42.0,29.0,1.0,0.0,0.0,0.0,40,176926077
20231,3110118,왕십리역 9번,21,58.0,47.0,0.0,0.0,0.0,2.0,21.0,31.0,35.0,4.0,6.0,6.0,63,291331169
20232,3110118,왕십리역 9번,21,58.0,47.0,0.0,0.0,0.0,2.0,21.0,31.0,35.0,4.0,6.0,6.0,63,291331169
20233,3110118,왕십리역 9번,21,58.0,47.0,0.0,0.0,0.0,2.0,21.0,31.0,35.0,4.0,6.0,6.0,63,291331169
20231,3110120,서울숲카페거리,5,17.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,24.0,11.0,68,552217593
20232,3110120,서울숲카페거리,5,17.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,24.0,11.0,68,552217593
20233,3110120,서울숲카페거리,5,17.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,24.0,11.0,68,552217593
20231,3110121,한양대역 4번,8,58.0,11.0,0.0,0.0,0.0,46.0,16.0,6.0,1.0,0.0,0.0,0.0,35,121020492
20232,3110121,한양대역 4번,8,58.0,11.0,0.0,0.0,0.0,46.0,16.0,6.0,1.0,0.0,0.0,0.0,35,121020492
20233,3110121,한양대역 4번,8,58.0,11.0,0.0,0.0,0.0,46.0,16.0,6.0,1.0,0.0,0.0,0.0,35,121020492
20231,3110122,마장역 2번,6,69.0,50.0,3.0,0.0,0.0,0.0,14.0,59.0,49.0,0.0,0.0,0.0,60,276869865
20232,3110122,마장역 2번,6,69.0,50.0,3.0,0.0,0.0,0.0,14.0,59.0,49.0,0.0,0.0,0.0,60,276869865
20233,3110122,마장역 2번,6,69.0,50.0,3.0,0.0,0.0,0.0,14.0,59.0,49.0,0.0,0.0,0.0,60,276869865
20231,3110123,마장역 3번,28,198.0,51.0,20.0,4.0,0.0,33.0,101.0,81.0,35.0,22.0,1.0,0.0,54,206047650
20232,3110123,마장역 3번,28,198.0,51.0,20.0,4.0,0.0,33.0,101.0,81.0,35.0,22.0,1.0,0.0,54,206047650
20233,3110123,마장역 3번,28,198.0,51.0,20.0,4.0,0.0,33.0,101.0,81.0,35.0,22.0,1.0,0.0,54,206047650
20231,3110124,뚝섬역교차로,8,130.0,0.0,0.0,0.0,0.0,21.0,15.0,7.0,5.0,60.0,22.0,0.0,46,410606092
20232,3110124,뚝섬역교차로,8,130.0,0.0,0.0,0.0,0.0,21.0,15.0,7.0,5.0,60.0,22.0,0.0,46,410606092
20233,3110124,뚝섬역교차로,8,130.0,0.0,0.0,0.0,0.0,21.0,15.0,7.0,5.0,60.0,22.0,0.0,46,410606092
20231,3110125,사근동살곶이상점가,40,332.0,21.0,7.0,0.0,0.0,143.0,181.0,11.0,15.0,10.0,0.0,0.0,36,122984289
20232,3110125,사근동살곶이상점가,40,332.0,21.0,7.0,0.0,0.0,143.0,181.0,11.0,15.0,10.0,0.0,0.0,36,122984289
20233,3110125,사근동살곶이상점가,40,332.0,21.0,7.0,0.0,0.0,143.0,181.0,11.0,15.0,10.0,0.0,0.0,36,122984289
20231,3110126,서울숲역 1번,9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,42.0,0.0,22.0,0.0,42,326291667
20232,3110126,서울숲역 1번,9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,42.0,0.0,22.0,0.0,42,326291667
20233,3110126,서울숲역 1번,9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,42.0,0.0,22.0,0.0,42,326291667
20231,3110127,성수1가1동주민센터,7,23.0,35.0,0.0,0.0,0.0,0.0,18.0,4.0,20.0,16.0,0.0,0.0,61,319022727
20232,3110127,성수1가1동주민센터,7,23.0,35.0,0.0,0.0,0.0,0.0,18.0,4.0,20.0,16.0,0.0,0.0,61,319022727
20233,3110127,성수1가1동주민센터,7,23.0,35.0,0.0,0.0,0.0,0.0,18.0,4.0,20.0,16.0,0.0,0.0,61,319022727
20231,3110128,성원중학교,63,393.0,97.0,4.0,1.0,0.0,0.0,0.0,9.0,42.0,66.0,91.0,287.0,53,703674676
20232,3110128,성원중학교,63,393.0,97.0,4.0,1.0,0.0,0.0,0.0,9.0,42.0,66.0,91.0,287.0,53,703674676
20233,3110128,성원중학교,63,393.0,97.0,4.0,1.0,0.0,0.0,0.0,9.0,42.0,66.0,91.0,287.0,53,703674676
20231,3110157,자양동우체국,136,884.0,178.0,3.0,16.0,11.0,35.0,392.0,573.0,63.0,8.0,11.0,10.0,52,225393033
20232,3110157,자양동우체국,136,884.0,178.0,3.0,16.0,11.0,35.0,392.0,573.0,63.0,8.0,11.0,10.0,52,225393033
20233,3110157,자양동우체국,136,884.0,178.0,3.0,16.0,11.0,35.0,392.0,573.0,63.0,8.0,11.0,10.0,52,225393033
20231,3110158,중곡3동주민센터,84,677.0,71.0,3.0,0.0,0.0,57.0,441.0,251.0,2.0,0.0,0.0,0.0,45,173680225
20232,3110158,중곡3동주민센터,84,677.0,71.0,3.0,0.0,0.0,57.0,441.0,251.0,2.0,0.0,0.0,0.0,45,173680225
20233,3110158,중곡3동주민센터,84,677.0,71.0,3.0,0.0,0.0,57.0,441.0,251.0,2.0,0.0,0.0,0.0,45,173680225
20231,3110159,구의역 4번,155,1191.0,116.0,7.0,0.0,0.0,96.0,583.0,537.0,90.0,8.0,0.0,0.0,44,199283440
20232,3110159,구의역 4번,155,1191.0,116.0,7.0,0.0,0.0,96.0,583.0,537.0,90.0,8.0,0.0,0.0,44,199283440
20233,3110159,구의역 4번,155,1191.0,116.0,7.0,0.0,0.0,96.0,583.0,537.0,90.0,8.0,0.0,0.0,44,199283440
20231,3110160,광진경찰서,43,307.0,25.0,6.0,0.0,0.0,31.0,224.0,79.0,4.0,0.0,0.0,0.0,48,170336213
20232,3110160,광진경찰서,43,307.0,25.0,6.0,0.0,0.0,31.0,224.0,79.0,4.0,0.0,0.0,0.0,48,170336213
20233,3110160,광진경찰서,43,307.0,25.0,6.0,0.0,0.0,31.0,224.0,79.0,4.0,0.0,0.0,0.0,48,170336213
20231,3110137,성수초등학교,8,6.0,74.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,9.0,18.0,15.0,75,418010417
20232,3110137,성수초등학교,8,6.0,74.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,9.0,18.0,15.0,75,418010417
20233,3110137,성수초등학교,8,6.0,74.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,9.0,18.0,15.0,75,418010417
20231,3110138,송정체육공원,25,214.0,6.0,0.0,0.0,0.0,12.0,108.0,99.0,1.0,0.0,0.0,0.0,42,179211156
20232,3110138,송정체육공원,25,214.0,6.0,0.0,0.0,0.0,12.0,108.0,99.0,1.0,0.0,0.0,0.0,42,179211156
20233,3110138,송정체육공원,25,214.0,6.0,0.0,0.0,0.0,12.0,108.0,99.0,1.0,0.0,0.0,0.0,42,179211156
20231,3110139,자양4동주민센터,43,345.0,55.0,15.0,1.0,0.0,10.0,159.0,139.0,95.0,13.0,0.0,0.0,43,229136307
20232,3110139,자양4동주민센터,43,345.0,55.0,15.0,1.0,0.0,10.0,159.0,139.0,95.0,13.0,0.0,0.0,43,229136307
20233,3110139,자양4동주민센터,43,345.0,55.0,15.0,1.0,0.0,10.0,159.0,139.0,95.0,13.0,0.0,0.0,43,229136307
20231,3110140,건대입구역 6번,60,461.0,110.0,0.0,0.0,0.0,105.0,181.0,181.0,87.0,17.0,0.0,0.0,42,204546668
20232,3110140,건대입구역 6번,60,461.0,110.0,0.0,0.0,0.0,105.0,181.0,181.0,87.0,17.0,0.0,0.0,42,204546668
20233,3110140,건대입구역 6번,60,461.0,110.0,0.0,0.0,0.0,105.0,181.0,181.0,87.0,17.0,0.0,0.0,42,204546668
20231,3110141,건대입구역 1번,24,199.0,19.0,0.0,0.0,0.0,90.0,93.0,33.0,2.0,0.0,0.0,0.0,33,146657026
20232,3110141,건대입구역 1번,24,199.0,19.0,0.0,0.0,0.0,90.0,93.0,33.0,2.0,0.0,0.0,0.0,33,146657026
20233,3110141,건대입구역 1번,24,199.0,19.0,0.0,0.0,0.0,90.0,93.0,33.0,2.0,0.0,0.0,0.0,33,146657026
20231,3110142,화양사거리,73,656.0,62.0,2.0,0.0,0.0,221.0,334.0,162.0,3.0,0.0,0.0,0.0,33,149274310
20232,3110142,화양사거리,73,656.0,62.0,2.0,0.0,0.0,221.0,334.0,162.0,3.0,0.0,0.0,0.0,33,149274310
20233,3110142,화양사거리,73,656.0,62.0,2.0,0.0,0.0,221.0,334.0,162.0,3.0,0.0,0.0,0.0,33,149274310
20231,3110144,어린이대공원역 4번,22,202.0,11.0,12.0,0.0,0.0,152.0,48.0,25.0,0.0,0.0,0.0,0.0,25,114940955
20232,3110144,어린이대공원역 4번,22,202.0,11.0,12.0,0.0,0.0,152.0,48.0,25.0,0.0,0.0,0.0,0.0,25,114940955
20233,3110144,어린이대공원역 4번,22,202.0,11.0,12.0,0.0,0.0,152.0,48.0,25.0,0.0,0.0,0.0,0.0,25,114940955
20231,3110145,장안초등학교,2,10.0,12.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,72,213933333
20232,3110145,장안초등학교,2,10.0,12.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,72,213933333
